"","여행시나이대_만","성별.x","FIT등급","PKG이용등급","고객번호.1"
"1128","49to53","F","4_일반","2_VIP",77254833
"1129","64to68","F","6_무등급","3_우수",77294394
"1130","44to48","F","6_무등급","4_일반",77377361
"1131","44to48","F","5_1회성","5_1회성",77638654
"1132","59to63","M","6_무등급","5_1회성",76812335
"1133","44to48","M","6_무등급","6_무등급",77318786
"1134","64to68","F","6_무등급","5_1회성",77343084
"1135","39to43","M","6_무등급","5_1회성",77469344
"1136","49to53","M","6_무등급","5_1회성",77564707
"1137","54to58","F","6_무등급","5_1회성",76768783
"1138","34to38","F","4_일반","6_무등급",77303148
"1139","64to68","F","6_무등급","6_무등급",77303149
"1140","39to43","F","5_1회성","6_무등급",77500597
"1141","49to53","F","6_무등급","5_1회성",77516987
"1142","69to73","M","6_무등급","5_1회성",77259398
"1143","49to53","M","6_무등급","5_1회성",77272795
"1144","54to58","M","4_일반","3_우수",77592785
"1145","54to58","M","6_무등급","5_1회성",76955345
"1146","49to53","M","6_무등급","5_1회성",77031049
"1147","44to48","F","6_무등급","5_1회성",77031050
"1148","64to68","M","6_무등급","4_일반",77039637
"1149","54to58","F","4_일반","5_1회성",77489879
"1150","64to68","F","6_무등급","5_1회성",77630201
"1151","59to63","F","6_무등급","2_VIP",77630282
"1152","54to58","F","6_무등급","5_1회성",76769472
"1153","44to48","F","6_무등급","6_무등급",76888274
"1154","29to33","F","5_1회성","4_일반",76936825
"1155","49to53","M","5_1회성","2_VIP",76952304
"1156","44to48","F","5_1회성","3_우수",77158738
"1157","39to43","F","6_무등급","5_1회성",77241161
"1158","54to58","M","5_1회성","2_VIP",77502854
"1159","49to53","F","6_무등급","2_VIP",77608386
"1160","54to58","M","6_무등급","3_우수",77608387
"1161","49to53","F","6_무등급","3_우수",77616871
"1162","49to53","M","6_무등급","2_VIP",77120796
"1163","59to63","F","6_무등급","4_일반",77295683
"1164","49to53","M","6_무등급","4_일반",77383676
"1165","49to53","F","6_무등급","4_일반",77383677
"1166","29to33","F","6_무등급","3_우수",77394848
"1167","64to68","F","6_무등급","5_1회성",77411979
"1168","64to68","M","6_무등급","5_1회성",77478940
"1169","64to68","M","6_무등급","4_일반",77512020
"1170","44to48","F","6_무등급","5_1회성",77596833
"1171","64to68","F","6_무등급","2_VIP",77598659
"1172","54to58","M","4_일반","4_일반",76780620
"1173","49to53","F","5_1회성","4_일반",76780621
"1174","49to53","M","6_무등급","5_1회성",76805885
"1175","39to43","F","6_무등급","5_1회성",76805886
"1176","59to63","M","6_무등급","4_일반",76837868
"1177","44to48","M","6_무등급","5_1회성",76920591
"1178","39to43","F","4_일반","3_우수",77059806
"1179","39to43","F","6_무등급","5_1회성",77067780
"1180","44to48","M","4_일반","6_무등급",77101124
"1181","39to43","F","4_일반","6_무등급",77101125
"1182","64to68","F","6_무등급","3_우수",77106244
"1183","49to53","M","6_무등급","5_1회성",77143328
"1184","49to53","F","6_무등급","5_1회성",77143329
"1185","34to38","F","6_무등급","3_우수",77160553
"1186","34to38","F","4_일반","5_1회성",77303148
"1187","64to68","F","6_무등급","5_1회성",77303149
"1188","49to53","M","6_무등급","5_1회성",77313695
"1189","44to48","F","4_일반","5_1회성",77313696
"1190","49to53","F","6_무등급","4_일반",77316947
"1191","54to58","M","6_무등급","3_우수",77326773
"1192","59to63","F","6_무등급","6_무등급",77335741
"1193","49to53","F","6_무등급","4_일반",77427987
"1194","49to53","M","6_무등급","4_일반",77427988
"1195","49to53","F","6_무등급","2_VIP",77457863
"1196","24to28","F","6_무등급","3_우수",77474869
"1197","54to58","F","6_무등급","4_일반",77504707
"1198","44to48","F","4_일반","5_1회성",77550280
"1199","54to58","M","6_무등급","3_우수",77601927
"1200","49to53","F","6_무등급","4_일반",77634244
"1201","59to63","F","6_무등급","2_VIP",76775468
"1202","54to58","M","5_1회성","3_우수",76791376
"1203","34to38","F","6_무등급","5_1회성",76802585
"1204","54to58","F","6_무등급","3_우수",76814285
"1205","29to33","M","6_무등급","3_우수",76814286
"1206","44to48","F","4_일반","5_1회성",76814991
"1207","39to43","M","5_1회성","5_1회성",76814992
"1208","39to43","F","6_무등급","5_1회성",77062394
"1209","39to43","F","6_무등급","3_우수",77077449
"1210","44to48","M","6_무등급","3_우수",77098848
"1211","39to43","F","6_무등급","3_우수",77098849
"1212","34to38","M","4_일반","4_일반",77127496
"1213","39to43","F","6_무등급","5_1회성",77222784
"1214","54to58","M","6_무등급","3_우수",77231860
"1215","39to43","F","6_무등급","5_1회성",77363819
"1216","44to48","F","3_우수","6_무등급",77516588
"1217","44to48","F","3_우수","6_무등급",77516588
"1218","44to48","F","6_무등급","3_우수",77615066
"1219","54to58","M","5_1회성","5_1회성",76844380
"1220","64to68","F","6_무등급","5_1회성",76946409
"1221","39to43","F","5_1회성","4_일반",77130226
"1222","74to78","F","6_무등급","5_1회성",77165006
"1223","69to73","M","6_무등급","2_VIP",76957602
"1224","64to68","F","6_무등급","3_우수",76995050
"1225","69to73","M","6_무등급","5_1회성",77146593
"1226","34to38","F","6_무등급","5_1회성",77260529
"1227","69to73","F","6_무등급","5_1회성",77501767
"1228","49to53","M","5_1회성","2_VIP",77101094
"1229","24to28","F","5_1회성","6_무등급",77402817
"1230","39to43","M","6_무등급","5_1회성",76989200
"1231","79more","M","6_무등급","5_1회성",77144223
"1232","74to78","F","6_무등급","5_1회성",77166417
"1233","49to53","M","6_무등급","4_일반",77241722
"1234","49to53","F","6_무등급","3_우수",77241723
"1235","54to58","F","4_일반","3_우수",76819220
"1236","49to53","F","6_무등급","6_무등급",77116628
"1237","59to63","F","6_무등급","6_무등급",77238102
"1238","39to43","F","5_1회성","5_1회성",77315628
"1239","39to43","F","5_1회성","5_1회성",77315628
"1240","59to63","F","6_무등급","5_1회성",77383047
"1241","59to63","F","6_무등급","5_1회성",77589020
"1242","39to43","F","5_1회성","6_무등급",77612316
"1243","59to63","M","6_무등급","5_1회성",77624622
"1244","59to63","F","6_무등급","5_1회성",77624623
"1245","74to78","M","6_무등급","5_1회성",76778017
"1246","34to38","F","4_일반","6_무등급",77126855
"1247","54to58","F","6_무등급","5_1회성",77218047
"1248","74to78","F","6_무등급","5_1회성",77362661
"1249","44to48","F","6_무등급","4_일반",77479233
"1250","49to53","M","6_무등급","4_일반",77479234
"1251","59to63","M","6_무등급","5_1회성",77636188
"1252","64to68","F","6_무등급","6_무등급",76942127
"1253","59to63","F","6_무등급","3_우수",76969659
"1254","59to63","M","6_무등급","5_1회성",77225946
"1255","59to63","M","6_무등급","5_1회성",77576074
"1256","54to58","F","6_무등급","5_1회성",77576075
"1257","39to43","F","6_무등급","5_1회성",77615765
"1258","64to68","F","6_무등급","4_일반",76849090
"1259","49to53","F","6_무등급","5_1회성",77463154
"1260","54to58","F","6_무등급","5_1회성",76825725
"1261","44to48","F","4_일반","5_1회성",76880344
"1262","64to68","M","6_무등급","5_1회성",76941803
"1263","54to58","F","6_무등급","5_1회성",76941804
"1264","54to58","F","6_무등급","5_1회성",77265931
"1265","59to63","M","6_무등급","5_1회성",77308323
"1266","59to63","M","5_1회성","3_우수",77309769
"1267","64to68","M","6_무등급","2_VIP",76821030
"1268","64to68","F","6_무등급","3_우수",76821031
"1269","24to28","M","6_무등급","6_무등급",76983448
"1270","59to63","M","6_무등급","5_1회성",77045363
"1271","64to68","M","6_무등급","3_우수",77290609
"1272","54to58","F","6_무등급","6_무등급",77374395
"1273","59to63","F","6_무등급","5_1회성",77399961
"1274","54to58","M","5_1회성","3_우수",77435417
"1275","59to63","F","6_무등급","3_우수",77435769
"1276","49to53","F","6_무등급","5_1회성",77596693
"1277","64to68","M","6_무등급","5_1회성",77618512
"1278","69to73","M","6_무등급","5_1회성",77122836
"1279","44to48","M","6_무등급","5_1회성",77318786
"1280","59to63","M","5_1회성","5_1회성",77550718
"1281","19to23","F","5_1회성","5_1회성",76855632
"1282","59to63","F","5_1회성","2_VIP",76877072
"1283","54to58","M","6_무등급","5_1회성",77026752
"1284","24to28","F","6_무등급","5_1회성",77034177
"1285","49to53","M","6_무등급","5_1회성",77067601
"1286","69to73","M","6_무등급","5_1회성",77081201
"1287","29to33","F","3_우수","6_무등급",77206007
"1288","54to58","F","6_무등급","3_우수",77214155
"1289","49to53","F","6_무등급","5_1회성",77327195
"1290","64to68","M","6_무등급","5_1회성",77442647
"1291","64to68","F","6_무등급","6_무등급",77442648
"1292","59to63","M","6_무등급","5_1회성",77537660
"1293","44to48","F","6_무등급","5_1회성",77595412
"1294","64to68","M","5_1회성","6_무등급",77653624
"1295","59to63","M","6_무등급","4_일반",76777736
"1296","59to63","M","4_일반","4_일반",76829673
"1297","44to48","F","5_1회성","5_1회성",76982554
"1298","49to53","M","4_일반","5_1회성",77076968
"1299","39to43","M","6_무등급","4_일반",77117609
"1300","59to63","M","6_무등급","5_1회성",77555467
"1301","49to53","M","3_우수","5_1회성",77102327
"1302","69to73","F","6_무등급","5_1회성",77524406
"1303","69to73","F","6_무등급","4_일반",77129988
"1304","64to68","M","6_무등급","5_1회성",77368353
"1305","54to58","F","6_무등급","5_1회성",77459743
"1306","54to58","F","6_무등급","6_무등급",76961036
"1307","64to68","F","6_무등급","5_1회성",77090455
"1308","49to53","F","6_무등급","5_1회성",77212796
"1309","34to38","F","6_무등급","5_1회성",77564242
"1310","49to53","M","4_일반","3_우수",76796921
"1311","39to43","F","6_무등급","5_1회성",76852280
"1312","44to48","M","5_1회성","5_1회성",76884161
"1313","49to53","F","6_무등급","4_일반",77149611
"1314","64to68","M","4_일반","6_무등급",77308426
"1315","24to28","M","5_1회성","6_무등급",77365388
"1316","54to58","F","6_무등급","4_일반",77491553
"1317","54to58","F","6_무등급","2_VIP",77615913
"1318","59to63","F","6_무등급","3_우수",76870294
"1319","49to53","M","4_일반","6_무등급",77142810
"1320","54to58","M","6_무등급","5_1회성",77159750
"1321","69to73","M","6_무등급","5_1회성",77217173
"1322","59to63","M","6_무등급","4_일반",76957125
"1323","34to38","F","4_일반","4_일반",77008770
"1324","64to68","M","6_무등급","4_일반",77261345
"1325","59to63","F","6_무등급","4_일반",77261346
"1326","79more","M","6_무등급","3_우수",77374754
"1327","39to43","M","5_1회성","5_1회성",77482065
"1328","54to58","F","6_무등급","5_1회성",77543614
"1329","54to58","M","6_무등급","5_1회성",77621789
"1330","54to58","F","6_무등급","5_1회성",77621867
"1331","49to53","M","5_1회성","6_무등급",76781667
"1332","54to58","F","6_무등급","3_우수",76893016
"1333","59to63","F","6_무등급","4_일반",76917880
"1334","49to53","F","6_무등급","5_1회성",77164294
"1335","44to48","M","6_무등급","6_무등급",77192595
"1336","39to43","F","6_무등급","4_일반",77222784
"1337","49to53","F","4_일반","5_1회성",77340658
"1338","44to48","F","6_무등급","2_VIP",77367587
"1339","59to63","F","6_무등급","6_무등급",77385715
"1340","24to28","F","5_1회성","5_1회성",77534749
"1341","49to53","F","6_무등급","6_무등급",77582335
"1342","59to63","F","5_1회성","3_우수",77091188
"1343","54to58","F","6_무등급","5_1회성",77531947
"1344","59to63","M","6_무등급","4_일반",76777736
"1345","74to78","M","6_무등급","3_우수",76784138
"1346","69to73","F","6_무등급","3_우수",76784139
"1347","54to58","F","6_무등급","4_일반",76887736
"1348","74to78","F","6_무등급","5_1회성",77131533
"1349","49to53","F","6_무등급","6_무등급",77201994
"1350","39to43","F","6_무등급","5_1회성",77283063
"1351","59to63","F","6_무등급","5_1회성",77331438
"1352","59to63","F","6_무등급","5_1회성",77410798
"1353","44to48","F","6_무등급","6_무등급",77506401
"1354","44to48","M","6_무등급","5_1회성",76976984
"1355","44to48","F","4_일반","4_일반",76976985
"1356","44to48","M","4_일반","5_1회성",77245297
"1357","39to43","F","6_무등급","5_1회성",77512428
"1358","59to63","M","6_무등급","2_VIP",77557617
"1359","44to48","F","6_무등급","5_1회성",77653853
"1360","59to63","M","4_일반","3_우수",76821618
"1361","49to53","F","6_무등급","5_1회성",76942802
"1362","44to48","F","5_1회성","4_일반",77001791
"1363","44to48","F","6_무등급","5_1회성",77116088
"1364","54to58","M","6_무등급","6_무등급",77122799
"1365","59to63","M","6_무등급","2_VIP",77183736
"1366","59to63","F","6_무등급","5_1회성",77252104
"1367","59to63","F","6_무등급","5_1회성",77252105
"1368","34to38","F","6_무등급","5_1회성",77303368
"1369","54to58","M","6_무등급","5_1회성",77310323
"1370","44to48","M","5_1회성","6_무등급",77314076
"1371","59to63","M","5_1회성","2_VIP",77422915
"1372","39to43","F","5_1회성","6_무등급",77461204
"1373","44to48","M","4_일반","6_무등급",77461205
"1374","54to58","F","6_무등급","3_우수",77584515
"1375","39to43","F","6_무등급","5_1회성",77644014
"1376","59to63","M","6_무등급","5_1회성",76849701
"1377","59to63","F","6_무등급","5_1회성",76849702
"1378","39to43","F","5_1회성","5_1회성",76909059
"1379","54to58","F","6_무등급","6_무등급",77000759
"1380","54to58","F","6_무등급","3_우수",77122945
"1381","44to48","F","6_무등급","5_1회성",77135127
"1382","59to63","M","6_무등급","5_1회성",77203289
"1383","44to48","M","6_무등급","5_1회성",77224086
"1384","39to43","F","6_무등급","5_1회성",77247809
"1385","39to43","F","6_무등급","5_1회성",76790731
"1386","39to43","F","5_1회성","6_무등급",76832974
"1387","54to58","M","6_무등급","5_1회성",76945388
"1388","39to43","M","6_무등급","5_1회성",76963855
"1389","44to48","M","6_무등급","5_1회성",77114893
"1390","44to48","F","6_무등급","5_1회성",77191837
"1391","44to48","F","6_무등급","3_우수",77232578
"1392","44to48","F","6_무등급","5_1회성",77435678
"1393","49to53","F","6_무등급","5_1회성",77448536
"1394","49to53","M","6_무등급","3_우수",77601910
"1395","49to53","F","6_무등급","3_우수",77601992
"1396","44to48","M","6_무등급","5_1회성",76772357
"1397","69to73","F","6_무등급","5_1회성",77165911
"1398","59to63","M","5_1회성","3_우수",77182477
"1399","59to63","M","6_무등급","5_1회성",77185807
"1400","54to58","F","6_무등급","5_1회성",77185808
"1401","44to48","F","6_무등급","5_1회성",77480829
"1402","44to48","M","6_무등급","5_1회성",77480830
"1403","44to48","F","5_1회성","5_1회성",77516811
"1404","54to58","M","4_일반","5_1회성",77083913
"1405","49to53","F","4_일반","3_우수",77083914
"1406","54to58","M","6_무등급","3_우수",77122236
"1407","54to58","F","6_무등급","3_우수",77122237
"1408","59to63","F","6_무등급","6_무등급",77192797
"1409","54to58","M","6_무등급","5_1회성",77353247
"1410","69to73","F","6_무등급","3_우수",77555898
"1411","44to48","F","6_무등급","5_1회성",77595534
"1412","49to53","M","4_일반","4_일반",76908955
"1413","44to48","M","5_1회성","5_1회성",76950297
"1414","54to58","F","6_무등급","5_1회성",77070602
"1415","59to63","M","6_무등급","5_1회성",77070603
"1416","44to48","F","6_무등급","5_1회성",77162371
"1417","59to63","F","6_무등급","2_VIP",77307063
"1418","54to58","F","6_무등급","3_우수",77354892
"1419","49to53","F","6_무등급","3_우수",77391619
"1420","49to53","M","6_무등급","5_1회성",77432294
"1421","44to48","F","6_무등급","4_일반",77456880
"1422","24to28","F","6_무등급","5_1회성",77456881
"1423","24to28","F","6_무등급","5_1회성",77456883
"1424","39to43","F","6_무등급","4_일반",77511649
"1425","59to63","F","6_무등급","5_1회성",77558441
"1426","44to48","M","6_무등급","4_일반",76777284
"1427","49to53","M","5_1회성","5_1회성",76921899
"1428","59to63","F","6_무등급","3_우수",76925749
"1429","54to58","F","6_무등급","3_우수",76989112
"1430","49to53","M","5_1회성","5_1회성",77142653
"1431","49to53","M","6_무등급","5_1회성",77263660
"1432","39to43","F","6_무등급","6_무등급",77326969
"1433","64to68","F","6_무등급","3_우수",77360949
"1434","59to63","M","4_일반","6_무등급",77445557
"1435","44to48","F","6_무등급","5_1회성",77477522
"1436","44to48","F","5_1회성","3_우수",77618953
"1437","44to48","M","6_무등급","3_우수",76788764
"1438","44to48","F","6_무등급","5_1회성",76844196
"1439","44to48","F","4_일반","6_무등급",76944112
"1440","49to53","M","6_무등급","5_1회성",77076614
"1441","39to43","F","6_무등급","2_VIP",77140725
"1442","39to43","F","6_무등급","2_VIP",77140725
"1443","49to53","F","6_무등급","5_1회성",77174530
"1444","64to68","F","6_무등급","3_우수",77183539
"1445","54to58","M","6_무등급","5_1회성",77245079
"1446","54to58","F","6_무등급","5_1회성",77245080
"1447","49to53","F","6_무등급","2_VIP",77286550
"1448","44to48","F","6_무등급","4_일반",77438774
"1449","49to53","F","6_무등급","3_우수",77465150
"1450","54to58","F","6_무등급","5_1회성",77477027
"1451","59to63","F","6_무등급","2_VIP",77559342
"1452","64to68","F","6_무등급","4_일반",77576098
"1453","44to48","M","6_무등급","5_1회성",77643427
"1454","39to43","F","6_무등급","5_1회성",77656519
"1455","64to68","F","6_무등급","4_일반",77124080
"1456","59to63","F","6_무등급","5_1회성",77148504
"1457","49to53","M","5_1회성","5_1회성",77174139
"1458","64to68","F","6_무등급","5_1회성",77361300
"1459","49to53","F","4_일반","4_일반",77531084
"1460","34to38","F","6_무등급","5_1회성",77566652
"1461","64to68","F","6_무등급","5_1회성",77599480
"1462","44to48","F","5_1회성","4_일반",77605152
"1463","44to48","M","6_무등급","4_일반",77605232
"1464","74to78","F","6_무등급","5_1회성",77605233
"1465","54to58","M","6_무등급","4_일반",76894047
"1466","29to33","M","6_무등급","5_1회성",76894049
"1467","44to48","M","4_일반","5_1회성",76909667
"1468","49to53","F","6_무등급","6_무등급",77284879
"1469","49to53","F","6_무등급","6_무등급",77582335
"1470","59to63","M","6_무등급","3_우수",77591547
"1471","54to58","F","6_무등급","3_우수",77591548
"1472","44to48","F","6_무등급","4_일반",77656953
"1473","54to58","F","6_무등급","5_1회성",76961036
"1474","44to48","F","6_무등급","5_1회성",76973296
"1475","44to48","M","6_무등급","3_우수",77203222
"1476","49to53","F","6_무등급","5_1회성",77291961
"1477","24to28","M","6_무등급","5_1회성",77291962
"1478","59to63","F","6_무등급","5_1회성",77327826
"1479","64to68","M","6_무등급","2_VIP",77607274
"1480","59to63","M","6_무등급","4_일반",76777736
"1481","69to73","M","6_무등급","4_일반",76947638
"1482","59to63","M","6_무등급","4_일반",76957125
"1483","59to63","M","6_무등급","5_1회성",77238914
"1484","39to43","F","6_무등급","5_1회성",77430655
"1485","54to58","M","4_일반","4_일반",77478152
"1486","64to68","F","6_무등급","5_1회성",77486443
"1487","64to68","M","6_무등급","2_VIP",77607274
"1488","29to33","F","6_무등급","4_일반",76851703
"1489","24to28","F","6_무등급","5_1회성",76851704
"1490","54to58","F","6_무등급","3_우수",77002826
"1491","49to53","F","6_무등급","4_일반",77353258
"1492","49to53","F","4_일반","5_1회성",77431505
"1493","69to73","F","6_무등급","3_우수",77550685
"1494","39to43","F","6_무등급","4_일반",77007889
"1495","64to68","M","6_무등급","2_VIP",77287704
"1496","39to43","F","6_무등급","3_우수",77372971
"1497","49to53","F","6_무등급","5_1회성",77412652
"1498","34to38","F","4_일반","6_무등급",77434299
"1499","59to63","F","6_무등급","4_일반",77599493
"1500","39to43","F","6_무등급","5_1회성",77083566
"1501","49to53","F","5_1회성","2_VIP",77145665
"1502","64to68","M","6_무등급","5_1회성",77179950
"1503","39to43","F","6_무등급","4_일반",77298481
"1504","44to48","F","6_무등급","3_우수",77391419
"1505","13to18","F","6_무등급","3_우수",77391420
"1506","59to63","M","6_무등급","5_1회성",77420304
"1507","34to38","F","5_1회성","6_무등급",77513245
"1508","39to43","F","5_1회성","4_일반",77642858
"1509","64to68","F","6_무등급","5_1회성",77185126
"1510","59to63","F","6_무등급","5_1회성",77258956
"1511","49to53","F","6_무등급","5_1회성",77279032
"1512","44to48","M","6_무등급","4_일반",77310956
"1513","64to68","F","6_무등급","5_1회성",77332777
"1514","59to63","M","6_무등급","4_일반",77420304
"1515","74to78","M","6_무등급","3_우수",77442099
"1516","74to78","M","6_무등급","3_우수",77442099
"1517","64to68","F","6_무등급","3_우수",77442100
"1518","64to68","F","6_무등급","3_우수",77442100
"1519","34to38","M","4_일반","6_무등급",77633390
"1520","44to48","M","6_무등급","2_VIP",77642700
"1521","59to63","F","6_무등급","2_VIP",77122412
"1522","64to68","M","6_무등급","3_우수",77297390
"1523","44to48","M","6_무등급","3_우수",77479059
"1524","44to48","F","6_무등급","3_우수",77479060
"1525","64to68","M","6_무등급","5_1회성",77473079
"1526","59to63","F","6_무등급","5_1회성",77473080
"1527","49to53","F","6_무등급","4_일반",77605026
"1528","29to33","F","6_무등급","5_1회성",76832440
"1529","49to53","M","6_무등급","3_우수",76840721
"1530","54to58","F","6_무등급","3_우수",77029727
"1531","59to63","M","6_무등급","5_1회성",77365855
"1532","39to43","F","6_무등급","5_1회성",77589986
"1533","39to43","F","5_1회성","5_1회성",76953820
"1534","39to43","F","6_무등급","5_1회성",76953822
"1535","49to53","F","6_무등급","3_우수",77180351
"1536","39to43","F","6_무등급","5_1회성",77187283
"1537","44to48","M","6_무등급","5_1회성",77214141
"1538","44to48","F","6_무등급","5_1회성",77214142
"1539","44to48","F","6_무등급","4_일반",77224452
"1540","64to68","M","6_무등급","5_1회성",77311488
"1541","64to68","F","6_무등급","5_1회성",77311489
"1542","24to28","F","4_일반","5_1회성",77311490
"1543","49to53","M","6_무등급","4_일반",77345466
"1544","39to43","F","6_무등급","5_1회성",76838765
"1545","59to63","M","5_1회성","6_무등급",76863921
"1546","49to53","F","5_1회성","3_우수",77231561
"1547","44to48","M","4_일반","6_무등급",77343025
"1548","54to58","F","6_무등급","4_일반",77380803
"1549","54to58","F","6_무등급","2_VIP",77626303
"1550","44to48","M","4_일반","3_우수",76805589
"1551","19to23","F","6_무등급","5_1회성",76845468
"1552","54to58","M","5_1회성","6_무등급",76953085
"1553","54to58","F","6_무등급","4_일반",77523655
"1554","29to33","M","6_무등급","5_1회성",76769634
"1555","59to63","F","5_1회성","6_무등급",76881883
"1556","44to48","F","6_무등급","6_무등급",76986599
"1557","39to43","F","5_1회성","6_무등급",77241201
"1558","39to43","F","6_무등급","5_1회성",76804547
"1559","54to58","F","6_무등급","5_1회성",77167594
"1560","69to73","F","6_무등급","5_1회성",77232739
"1561","74to78","M","6_무등급","4_일반",77232820
"1562","49to53","F","6_무등급","3_우수",77371516
"1563","24to28","F","6_무등급","5_1회성",77468471
"1564","29to33","M","5_1회성","6_무등급",77566887
"1565","49to53","F","6_무등급","5_1회성",77637102
"1566","59to63","F","6_무등급","2_VIP",77089110
"1567","54to58","F","6_무등급","3_우수",77118370
"1568","54to58","F","6_무등급","3_우수",77118370
"1569","44to48","F","5_1회성","6_무등급",77276443
"1570","59to63","F","6_무등급","5_1회성",77379012
"1571","39to43","F","6_무등급","5_1회성",77442248
"1572","49to53","F","6_무등급","4_일반",77613331
"1573","44to48","F","5_1회성","5_1회성",76841464
"1574","59to63","M","6_무등급","4_일반",77097191
"1575","44to48","M","4_일반","6_무등급",77283402
"1576","39to43","F","6_무등급","5_1회성",77292359
"1577","44to48","M","6_무등급","4_일반",77376366
"1578","39to43","F","6_무등급","4_일반",77376367
"1579","44to48","F","6_무등급","5_1회성",77522839
"1580","69to73","F","6_무등급","5_1회성",77560132
"1581","29to33","F","5_1회성","5_1회성",76817922
"1582","59to63","F","5_1회성","5_1회성",76817923
"1583","49to53","F","6_무등급","5_1회성",76986483
"1584","49to53","F","6_무등급","4_일반",77399815
"1585","49to53","F","4_일반","2_VIP",77510034
"1586","64to68","F","6_무등급","3_우수",76817531
"1587","49to53","F","6_무등급","3_우수",76832664
"1588","64to68","M","6_무등급","5_1회성",77107164
"1589","64to68","F","6_무등급","5_1회성",77107165
"1590","69to73","M","6_무등급","4_일반",77135419
"1591","64to68","F","6_무등급","4_일반",77135420
"1592","49to53","F","6_무등급","4_일반",77235400
"1593","59to63","F","6_무등급","3_우수",77383204
"1594","59to63","F","6_무등급","5_1회성",77391475
"1595","54to58","F","6_무등급","5_1회성",77422179
"1596","64to68","F","6_무등급","5_1회성",77530347
"1597","39to43","F","6_무등급","4_일반",76790731
"1598","39to43","F","6_무등급","5_1회성",76836343
"1599","44to48","F","4_일반","5_1회성",77125954
"1600","39to43","F","6_무등급","5_1회성",77400611
"1601","54to58","F","6_무등급","6_무등급",77419841
"1602","54to58","F","6_무등급","5_1회성",77444107
"1603","54to58","M","2_VIP","3_우수",77488764
"1604","54to58","M","5_1회성","2_VIP",77502854
"1605","49to53","F","5_1회성","4_일반",77516811
"1606","59to63","F","5_1회성","5_1회성",77591595
"1607","29to33","F","6_무등급","5_1회성",77591597
"1608","54to58","M","6_무등급","4_일반",77610412
"1609","44to48","F","6_무등급","4_일반",77610413
"1610","59to63","M","5_1회성","4_일반",77627298
"1611","54to58","M","6_무등급","3_우수",76816284
"1612","54to58","M","6_무등급","4_일반",76820550
"1613","49to53","M","6_무등급","6_무등급",76954440
"1614","44to48","M","5_1회성","5_1회성",76975236
"1615","54to58","F","6_무등급","5_1회성",77315835
"1616","44to48","M","6_무등급","5_1회성",77566510
"1617","44to48","F","4_일반","5_1회성",77612841
"1618","44to48","M","4_일반","5_1회성",77612842
"1619","54to58","M","4_일반","5_1회성",76864378
"1620","39to43","F","4_일반","5_1회성",76891980
"1621","79more","F","6_무등급","2_VIP",77102283
"1622","54to58","M","5_1회성","6_무등급",77530398
"1623","44to48","M","6_무등급","5_1회성",77539988
"1624","59to63","M","6_무등급","5_1회성",77009244
"1625","54to58","M","6_무등급","3_우수",77212543
"1626","54to58","F","6_무등급","5_1회성",77274227
"1627","64to68","F","6_무등급","5_1회성",77462489
"1628","59to63","M","6_무등급","3_우수",76766604
"1629","59to63","M","6_무등급","3_우수",76887065
"1630","59to63","F","6_무등급","3_우수",76887066
"1631","74to78","M","6_무등급","3_우수",76901593
"1632","74to78","F","6_무등급","3_우수",76901594
"1633","54to58","M","6_무등급","4_일반",77130555
"1634","19to23","F","6_무등급","4_일반",77130557
"1635","24to28","F","6_무등급","5_1회성",77413633
"1636","69to73","F","6_무등급","4_일반",77478456
"1637","59to63","F","6_무등급","4_일반",77502600
"1638","39to43","F","5_1회성","5_1회성",76779420
"1639","54to58","F","6_무등급","4_일반",77098219
"1640","69to73","M","6_무등급","3_우수",77150994
"1641","54to58","M","6_무등급","2_VIP",77286595
"1642","34to38","M","6_무등급","5_1회성",77385939
"1643","69to73","F","6_무등급","4_일반",77550329
"1644","39to43","F","5_1회성","6_무등급",76774639
"1645","59to63","M","6_무등급","2_VIP",77081021
"1646","54to58","F","6_무등급","3_우수",77230990
"1647","44to48","F","5_1회성","5_1회성",77379151
"1648","59to63","M","6_무등급","3_우수",77138204
"1649","44to48","F","5_1회성","4_일반",77346601
"1650","39to43","F","6_무등급","6_무등급",77455248
"1651","49to53","F","5_1회성","5_1회성",77510876
"1652","64to68","M","6_무등급","2_VIP",77528676
"1653","49to53","F","6_무등급","5_1회성",77530718
"1654","49to53","F","6_무등급","5_1회성",77582335
"1655","59to63","F","5_1회성","5_1회성",77641209
"1656","64to68","F","6_무등급","6_무등급",77641214
"1657","49to53","F","6_무등급","5_1회성",76839779
"1658","54to58","M","6_무등급","4_일반",76850266
"1659","59to63","M","4_일반","4_일반",77009065
"1660","29to33","F","6_무등급","5_1회성",77084339
"1661","59to63","F","6_무등급","2_VIP",77091032
"1662","39to43","F","5_1회성","4_일반",77037125
"1663","69to73","M","6_무등급","5_1회성",77070619
"1664","29to33","F","5_1회성","5_1회성",77211902
"1665","39to43","F","5_1회성","4_일반",77458875
"1666","44to48","M","6_무등급","4_일반",77458876
"1667","59to63","F","6_무등급","4_일반",77459248
"1668","64to68","F","6_무등급","3_우수",77591791
"1669","59to63","M","6_무등급","2_VIP",76828601
"1670","59to63","F","5_1회성","5_1회성",77058004
"1671","34to38","F","5_1회성","5_1회성",77304561
"1672","54to58","F","4_일반","6_무등급",77375344
"1673","49to53","F","5_1회성","5_1회성",77578188
